document_id,clean_text,sentiment
1152,new music alert bell toll called new anthem make go viral,Positive
1153,new music alert bell toll called new anthem make go viral,Positive
1154,new music alert bell toll called new anthem make go viral,Positive
1155,new music alert bell toll called new anthem make go viral,Positive
1156,new music alert bell toll called new anthem make go viral,Positive
1157,like press release jargon since cc,Neutral
1158,someone threatened violence support past ingesting regurgitating andy ngo right wing extremist propaganda likely mulling word mayor hurt protester,Negative
1159,new music alert bell toll called new anthem make go viral,Positive
1160,new music alert bell toll called new anthem make go viral,Positive
1161,new music alert bell toll called new anthem make go viral,Positive
1162,update teen killed cop,Negative
1163,new music alert bell toll called new anthem make go viral,Positive
1164,right winger getting hard vladimir putin make wonder calling supporter marxist communist weird way pro used communist time change,Negative
1165,new music alert bell toll called new anthem make go viral,Positive
1166,new music alert bell toll called new anthem make go viral,Positive
1167,new music alert bell toll called new anthem make go viral,Positive
1168,new music alert bell toll called new anthem make go viral,Positive
1169,time,Neutral
1170,new music alert bell toll called new anthem make go viral,Positive
1171,new music alert bell toll called new anthem make go viral,Positive
1172,new music alert bell toll called new anthem make go viral,Positive
1173,new music alert bell toll called new anthem make go viral,Positive
1174,new music alert bell toll called new anthem make go viral,Positive
1175,new music alert bell toll called new anthem make go viral,Positive
1176,new music alert bell toll called new anthem make go viral,Positive
1177,new music alert bell toll called new anthem make go viral,Positive
1178,new music alert bell toll called new anthem make go viral,Positive
1179,new music alert bell toll called new anthem make go viral,Positive
1180,white man named cody fohrenkam murdered homegirl baby cousin minneapolis grown fucking man shot year old baby brushing shoulder sidewalk say fucking name deshaun hill,Negative
1181,new music alert bell toll called new anthem make go viral,Positive
1182,indian boarding school via,Neutral
1183,fannie lou hamer america miss,Neutral
1184,new music alert bell toll called new anthem make go viral,Positive
1185,new music alert bell toll called new anthem make go viral,Positive
1186,new music alert bell toll called new anthem make go viral,Positive
1187,new music alert bell toll called new anthem make go viral,Positive
1188,honor today celebrating extraordinary mae jemison,Positive
1189,new music alert bell toll called new anthem make go viral,Positive
1190,new music alert bell toll called new anthem make go viral,Positive
1191,new music alert bell toll called new anthem make go viral,Positive
1192,update ppp fraud loan linked murder hire plot last spring allegation witness intimidation also included defendant,Neutral
1193,treasure trove scattered across street scene,Neutral
1194,new music alert bell toll called new anthem make go viral,Positive
1195,new music alert bell toll called new anthem make go viral,Positive
1196,need conversation real life haha get finish saying character people heard thought violence done name instead actually stand get,Positive
1197,new music alert bell toll called new anthem make go viral,Positive
1198,new music alert bell toll called new anthem make go viral,Positive
1199,new music alert bell toll called new anthem make go viral,Positive
1200,new music alert bell toll called new anthem make go viral,Positive
1201,new music alert bell toll called new anthem make go viral,Positive
1202,new music alert bell toll called new anthem make go viral,Positive
1203,three men convicted hate crime ahmaud arbery killing,Negative
1204,new music alert bell toll called new anthem make go viral,Positive
1205,also acknowledge loss experienced recently including amir locke amp christina yuna lee among others video solidarity minnesota initially made honoring george floyd,Positive
1206,color love,Positive
1207,new music alert bell toll called new anthem make go viral,Positive
1208,extra denuncie,Neutral
1209,new music alert bell toll called new anthem make go viral,Positive
1210,extra denuncie,Neutral
1211,new music alert bell toll called new anthem make go viral,Positive
1212,republican like kyle rittenhouse shot protester want delusional right winger imagine racist vigilante bad movie,Negative
1213,new music alert bell toll called new anthem make go viral,Positive
1214,new music alert bell toll called new anthem make go viral,Positive
1215,new music alert bell toll called new anthem make go viral,Positive
1216,wish could discus person man would love hour conversation bar lol think lot people got turned organization responsible much damage destruction following floyd murder,Positive
1217,new music alert bell toll called new anthem make go viral,Positive
1218,new music alert bell toll called new anthem make go viral kehlanifanpage,Positive
1219,thu sep louisville kentucky police arrest kentucky state representative watch,Negative
1220,new music alert bell toll called new anthem make go viral,Positive
1221,new music alert bell toll called new anthem make go viral,Positive
1222,new music alert bell toll called new anthem make go viral,Positive
1223,murdering little white supremacist,Negative
1224,start conceptualising goal height want reach chase full dedication achieve,Positive
1225,support,Neutral
1226,another reminder prez vp promoted amp bailed punk fake commie scammed million name u get plus destruction already hurting low income area u like jerk trump b disgusted scam,Negative
1227,new music alert bell toll called new anthem make go viral,Positive
1228,new music alert bell toll called new anthem make go viral,Positive
1229,support,Neutral
1230,new music alert bell toll called new anthem make go viral,Positive
1231,new music alert bell toll called new anthem make go viral,Positive
1232,new music alert bell toll called new anthem make go viral,Positive
1233,new music alert bell toll called new anthem make go viral,Positive
1234,new music alert bell toll called new anthem make go viral,Positive
1235,new music alert bell toll called new anthem make go viral,Positive
1236,new music alert bell toll called new anthem make go viral,Positive
1237,new music alert bell toll called new anthem make go viral,Positive
1238,new music alert bell toll called new anthem make go viral,Positive
1239,new music alert bell toll called new anthem make go viral,Positive
1240,support,Neutral
1241,new music alert bell toll called new anthem make go viral,Positive
1242,update document reveal murder hire plot ppp fraud behind killing tsa agent naranja nbc south florida,Negative
1243,new music alert bell toll called new anthem make go viral,Positive
1244,new music alert bell toll called new anthem make go viral,Positive
1245,new music alert bell toll called new anthem make go viral,Positive
1246,new music alert bell toll called new anthem make go viral,Positive
1247,new music alert bell toll called new anthem make go viral,Positive
1248,new music alert bell toll called new anthem make go viral,Positive
1249,new music alert bell toll called new anthem make go viral,Positive
1250,new music alert bell toll called new anthem make go viral,Positive
1251,new music alert bell toll called new anthem make go viral,Positive
1252,new music alert bell toll called new anthem make go viral,Positive
1253,new music alert bell toll called new anthem make go viral,Positive
1254,new music alert bell toll called new anthem make go viral,Positive
1255,new music alert bell toll called new anthem make go viral,Positive
1256,new music alert bell toll called new anthem make go viral,Positive
1257,new music alert bell toll called new anthem make go viral,Positive
1258,black history month quote happy black history month,Positive
1259,new music alert bell toll called new anthem make go viral mike katz,Positive
1260,new music alert bell toll called new anthem make go viral,Positive
1261,new music alert bell toll called new anthem make go viral,Positive
1262,exactly key militant race cult,Neutral
1263,new music alert bell toll called new anthem make go viral,Positive
1264,exist bring community craft beer together positive safe space empathy equitable interaction inside relation brewery goal,Positive
1265,support,Neutral
1266,bet clue referring,Neutral
1267,new music alert bell toll called new anthem make go viral,Positive
1268,new music alert bell toll called new anthem make go viral,Positive
1269,new music alert bell toll called new anthem make go viral,Positive
1270,new music alert bell toll called new anthem make go viral,Positive
1271,like really outdated social justice social justice reform fact neighborhoos type let speak rap music ever,Negative
1272,new music alert bell toll called new anthem make go viral,Positive
1273,operation war crime least civilian killed including tourist egypt bombed amp killed warplane request war criminal abdel fattah al sisi french force help,Negative
1274,new music alert bell toll called new anthem make go viral,Positive
1275,new music alert bell toll called new anthem make go viral,Positive
1276,new music alert bell toll called new anthem make go viral,Positive
1277,new music alert bell toll called new anthem make go viral,Positive
1278,day boy turn yr old jai death really hit hard excuse police brutality,Negative
1279,new music alert bell toll called new anthem make go viral,Positive
1280,new music alert bell toll called new anthem make go viral,Positive
1281,new music alert bell toll called new anthem make go viral,Positive
1282,another late night room,Negative
1283,new music alert bell toll called new anthem make go viral,Positive
1284,new music alert bell toll called new anthem make go viral,Positive
1285,new music alert bell toll called new anthem make go viral,Positive
1286,migrant worker died building world cup stadium working degree celsius heat day week migrant worker india pakistan kenya bangladesh sri lanka,Neutral
1287,new music alert bell toll called new anthem make go viral,Positive
1288,new music alert bell toll called new anthem make go viral,Positive
1289,new music alert bell toll called new anthem make go viral,Positive
1290,new music alert bell toll called new anthem make go viral,Positive
1291,whole family,Positive
1292,support,Neutral
1293,definitely noticed,Neutral
1294,super help thread trans people please ignore life depend comment increase,Positive
1295,must another one,Neutral
1296,le day want use platform educate black community well information movement wait begin,Negative
1297,support,Neutral
1298,officer nothing hide nothing fear giving evidence inquiry,Neutral
1299,ding ding ding ding ding ding amp ding ding ding,Neutral
1300,black life matter movement founded everyone movement made great impact society many people stood arrangement black people get justice deserve want,Positive
1301,proud flaunt empress collection live opensea,Positive
1302,chimed,Neutral
1303,check bob video even better support everyone,Positive
1304,support,Neutral
1305,youngboy,Neutral
1306,mean country time entire country address confront racism still exists today,Negative
1307,support,Neutral
1308,jimbo speech episode relevant day thing like happening pc bullshit chef want racist flag changed south park via,Positive
1309,deserved justice justice would entail ahmaud arbery alive able run free america hunt hate skin,Positive
1310,mean land inhabited indigenous people sold free slave condition admit history strong suit wondering fact title correct,Positive
1311,believe racist behavior perpetrates public enemy protest overseeing police brutality unprecedented proportion modern time,Positive
1312,know ruby bridge via,Neutral
1313,support,Neutral
1314,never knew albert einstein normally think albert einstein think smart man math learning showed new perspective thank,Positive
1315,support,Neutral
1316,support,Neutral
1317,support,Neutral
1318,never able understand ppl much hate need stop amp need justice amp fairness prevail everyone,Negative
1319,support,Neutral
1320,support,Neutral
1321,notice say going sue wonder many lawsuit,Positive
1322,support,Neutral
1323,get finance war request authorization use refused spend hell,Neutral
1324,sat may fort wayne indiana police tear gas peaceful protester watch,Positive
1325,speaking fact,Neutral
1326,day since robot ate someone zero,Neutral
1327,need intervene sorry true,Negative
1328,day black history month want highlight black innovator today highlight bessie blount griffin nurse,Negative
1329,sensitive white man book mention make uncomfortable going ban teaching civil disobedience,Negative
1330,happy black history month,Positive
1331,today post focus alicia garza organizer writer co founder continues powerful voice police brutality amp systemic racism image buffalo,Positive
1332,support,Neutral
1333,black life matter received hundred million donation found democrat run state record high crime amp murder rate along sky high tax rate meanwhile amp continue cover thug,Positive
1334,rest power june knightly condolence many friend,Positive
1335,black people still lynched america play white men going learn cant point righteous finger foreign country violence celebrate heritage colonial violence still happens today,Negative
1336,day justice never old learn young teach know god know know neighbor truth amp integrity strong people built inside,Positive
1337,starting march black people stop drinking soda,Negative
1338,russiandick vanished news cycle,Neutral
1339,strong inspiration inside scoop happened rosewood fl,Positive
1340,yup great story,Positive
1341,scum,Negative
1342,listen healthcare worker ptsd first responder ptsd time address trauma grandpa jim,Positive
1343,st park ranger african american celebrate black history month year long race made america wonderful,Positive
1344,listen amet co chair horace cooper discussing amp clinton,Neutral
1345,say name darin hutchins,Neutral
1346,king lord blood run vein walk away loyalty revenge responsibility threaten tear mav apart murder loved one figure really mean man,Positive
1347,listen healthcare worker ptsd first responder ptsd time address trauma grandpa jim,Positive
1348,say name darin hutchins,Neutral
1349,ding ding ding ding ding ding ding ding,Neutral
1350,long time black called monkey white today tear away pic monkey astronomical sum paradoxical,Negative
1351,nigger white kid grew,Neutral
1352,yes hate place country especially hate manifest hunting killing unarmed man simply color skin,Negative
1353,ahmaud arbery murder modern day lynching clear cut case hate crime guilty correct,Negative
1354,howard hewett thee pray new music video featuring wavpop via,Positive
1355,ten people ten color unisex tie dye fuugo shop spreadshirt u,Neutral
1356,second fix b,Neutral
1357,ten people ten color snapback baseball cap,Neutral
1358,course guilty doubt hate never win,Negative
1359,thank message solidarity showing sacramento mean white supremacist welcomed,Negative
1360,probably racism thus need,Neutral
1361,defund brooksville police,Neutral
1362,winston salem state university founded slater industrial academy september began one room frame structure pupil one teacher,Neutral
1363,vanished news cycle,Neutral
1364,vanished news cycle,Neutral
1365,george zimmerman serving life prison parole found guilty hate crime,Negative
1366,vanished news cycle,Neutral
1367,need best gonna need best deion sander,Positive
1368,fri jul keystone south dakota native protester shot arrested native land watch dakota,Neutral
1369,senate lady basicly said form protest terrorism yes includes worker union protest impossibly high standard holy shit,Negative
1370,track generation,Neutral
1371,george floyd commits violent crime time ok sexist racist exist reeee nazi racist reeee nazi,Negative
1372,wrong scare white gun waiver badly really scary part risk march run owe refusing give,Negative
1373,year hmmm support,Neutral
1374,defund adam police,Neutral
1375,abortion choice issue victimless crime carrie geren scoggins gt gt first u eugenics youtube webcast video,Positive
1376,pay attention wifi bill cut communication risk donate,Neutral
1377,make sure one seen well maafa video long watch lot video tweet cover aspect spiritual evolution also mine,Positive
1378,make sure one seen well maafa video long watch lot video tweet cover aspect spiritual evolution also mine,Positive
1379,,Neutral
1380,make sure one seen well maafa video long watch lot video tweet cover aspect spiritual evolution also mine,Positive
1381,,Neutral
1382,benjamin smith charged one count second degree murder count attempted first degree murder firearm count assault firearm mass shooting portland march,Positive
1383,get sick theme gaming hmu,Negative
1384,bubba talked spoiler video ahmaud arbery death catalyst set activism everyone know involved murder pulled mine philando castile,Neutral
1385,imagine ubi government freeze money want insane american supporting canada must reflect honestly tweet wish trump summer right,Positive
1386,special thanks go everyone joined first freedom school event appreciate support email art org interested getting involved future event,Positive
1387,ding ding ding ding ding ding amp ding,Neutral
1388,made bigger push last year enough think time diversity lead screen,Neutral
1389,soooo let get straight beat people wedding knock police office get shot dy group lie hold accountability anyone money hungry,Positive
1390,still marching street justice peace anthem social change add tky showing,Positive
1391,good night tweeps,Positive
1392,also news humble tx today via year old black special need student beaten aldine isd,Positive
1393,tune tonight around et see co chair horace cooper discus profiteering,Neutral
1394,federal lawsuit claim irene chavez died suicide result police department pattern mistreating people crisis,Neutral
1395,justice sentenced life next,Neutral
1396,sends message ok kill another black person bame like dont matter livid poor woman family,Negative
1397,trumper follow account block immediately life long democrat wisconsin scott walker ron johnson embarrassment even worth,Positive
1398,unvaccinated protected class people utterly disgusting someone co opting black life matter personal choice movement started continued genocide black people,Negative
1399,gay black voice book young people know gay black character gay black people non fiction book young people highlight book black lgbtq people week,Positive
1400,white white statement,Neutral
1401,attention san franciscan u believe needed show tomorrow night san francisco police commission oversight body city amp county san francisco police department sfpd,Neutral
1402,racist racism never win,Negative
1403,trayvon martin,Neutral
1404,thing giving account back report people harassing bullying people still account keep taking away account point becoming legal issue,Positive
1405,new aka manuscript published special issue understanding amp dismantling privilege udp volume xii special issue,Positive
1406,musketeer community going live,Positive
1407,work hood,Neutral
1408,wed jul portland oregon federal agent use explosive munition clear protester watch,Positive
1409,need hear say northerner fight black right read great northern historian harvard message,Positive
1410,grateful verdict federal hate crime case rip ahmaud forgotten,Negative
1411,activist,Neutral
1412,watched eye murder ya change mind case look many others died since death hope racist po take good hard look,Positive
1413,february dj jazzy jeff fresh prince first rap grammy hit single parent dont understand via black fact,Positive
1414,super letter troy however sad yet taken outside intervention footballer make difference one beginning think gov need employ footballer whip please keep u updated,Negative
1415,guilty ahmaud life mattered three racist killed black thinking mom stayed fight year w tomorrow anniversary death beloved son,Negative
1416,could please please retweet noah year old child found naked amp lifeless storm drain belfast trying grow petition get thank sir,Positive
1417,neat,Neutral
1418,hush money one woman proved systemic racism workplace kept job jacquie abram,Neutral
1419,thank,Neutral
1420,way community partner institution helpful making crystal clear city usa tolerate targeting protester engaged let make hurt little bit,Negative
1421,breathe,Neutral
1422,style activism street high energy amp interactive chant various thing constantly entirely improvisational engage audience extremely invigorating attend protest difficult tone peace,Negative
1423,joined anti fascist comrade lafa region friend lafa earlier evening solidarity action east london full report photo come lafa later,Positive
1424,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1425,,Neutral
1426,another innocent yr old murdered detroit chance oj simpson finding ron amp nicole murderer giving hoot caleb harris,Positive
1427,infant mortality rate indication overall health leading cause infant death include birth defect prematurity low birth weight maternal complication sudden infant death syndrome,Neutral
1428,june unicorn riot went frankfurt amp berlin show hear murder impacted european country germany significant nd largest mobilization world following floyd killing,Positive
1429,african cultural continuity slave revolt new world pa listen live streaming pm est set reminder,Positive
1430,half minute murder derek chauvin murderer,Negative
1431,ding ding amp ding ding ding amp ding,Neutral
1432,instead taking quote context morison cover racial belief honestly directly neither side look good modern standard political agenda avoid fact,Positive
1433,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1434,sorry amp love one sending woc pwd sisterhood condolence prayer amp solidarity reparation amp ending racist ableist,Neutral
1435,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1436,sorry amp love one sending woc pwd sisterhood condolence prayer amp solidarity reparation amp ending racist ableist,Neutral
1437,black bro,Negative
1438,sorry amp love one sending woc pwd sisterhood condolence prayer amp solidarity reparation amp ending racist ableist,Neutral
1439,celebrating black history month,Negative
1440,sorry amp love one sending woc pwd sisterhood condolence prayer amp solidarity reparation amp ending racist ableist,Neutral
1441,unbelievable racism,Negative
1442,first mile run tomorrow dedicated remembering,Positive
1443,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1444,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1445,abortion choice issue victimless crime carrie geren scoggins gt gt first u eugenics youtube webcast video,Positive
1446,abortion choice issue victimless crime carrie geren scoggins gt gt first u eugenics youtube webcast video,Positive
1447,defund jonesboro police,Neutral
1448,say name deresha armstrong,Neutral
1449,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1450,make sure one seen well maafa video long watch lot video tweet cover aspect spiritual evolution also mine,Positive
1451,next people support black hand side get sneak peek poem please share folk think would like collection benefit,Negative
1452,make sure one seen well maafa video long watch lot video tweet cover aspect spiritual evolution also mine,Positive
1453,racial justice important people around world young people particular expect company take strong position support new insight week sign,Positive
1454,black disabled woman made powerful impact life amp self love,Positive
1455,us pinckney ddg arleigh burke class destroyer united state navy named african american officer cook first class william pinckney received navy cross us pinckney wikipedia,Positive
1456,best spelling bee ever amp amp,Positive
1457,terrence franklin,Neutral
1458,happy black history month stolen black breast milk built nation,Positive
1459,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1460,ran piece series mic check document black life matter movement nyc starting back,Negative
1461,justice,Neutral
1462,honor black history month like share statement player wrote support movement team retreat back fall guided team throughout season,Negative
1463,ahmaud arbery breyonna taylor george floyd many remind anyone else cause felt like forgetting,Positive
1464,team strike alzheimer bobbie cavazos please join team please donate,Neutral
1465,k growing,Neutral
1466,artwork,Neutral
1467,mon jun philadelphia pennsylvania police selectively enforce curfew dispersal order watch,Neutral
1468,clue ottawa canada problem protest day peaceful protest disgusting week protest illegally parking verbally abusing shitting street constant honking,Negative
1469,keep amp time take stand stand,Neutral
1470,trucker corraled covid protest protesting private bank issuing government debt core issue good idea get turned another psyop never address heaof problem,Positive
1471,idiot say thing like thing differently must realize part movement black life movement participant movement good good vocal amp getting reaction street peace,Positive
1472,got book today thanks dad excited read use improve blog reviewing library librarian pop culture,Positive
1473,join,Neutral
1474,officer action show everyone conversation talk black brown family need,Negative
1475,white men murdered ahmaud arbery found guilty hate crime via,Negative
1476,playing putin amp trying manufacture street war least year amp play side trying get going hole tinderbox strategy backfired thank wall mom dad everyone,Negative
1477,teen stand speak creating poster inspired social movement anti bullying disability right climate action lgbtqia right stop local branch month free action pack make poster,Positive
1478,volunteer amp supporter deeply saddened learn senseless gun death powerful anti poverty advocate boyfriend year old son one even make news want everyone know,Positive
1479,defund,Neutral
1480,entirely confident innocent explanation done much good advance cause racial justice inevitably face attack like eager see discredited,Positive
1481,served honorably distinction,Neutral
1482,u really pay attention thing sad racism never end,Negative
1483,sooooo police going investigate police yeah right going work,Positive
1484,anthony hill,Neutral
1485,travis gregory mcmichael along william roddie bryan convicted federal hate crime charge killing ahmaud arbery via,Negative
1486,whoopi goldberg countersue kyle rittenhouse pay go jail patriotic thing anyone could img via,Negative
1487,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1488,jury find ahmaud arbery killer racially motivated chasing,Neutral
1489,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1490,candace owen never use hashtag,Neutral
1491,black history month entrepreneur philanthropist activist self made millionaire madam cj walker,Negative
1492,black life matter demand congress white house prioritize ending qualified immunity take action,Negative
1493,ratioed,Neutral
1494,md volunteer know stand ground actually mean shoot first ask question later let call racist law exactly learn help,Positive
1495,february mark black history month annual celebration achievement recognition role african american u history,Negative
1496,allow story continue unabated perpetuating injustice nothing stop inequality continue generation,Neutral
1497,people saying support white nationalist far right extremist people called marxist communist supporting hate weaponized u journalist,Negative
1498,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1499,ding ding ding ding ding,Neutral
1500,racist known aubrey cottle need check privilege,Neutral
1501,life truly matter everyone america ask black life matter something think,Negative
1502,minute see difference demonstration attack police support,Neutral
1503,outraged understand yet,Negative
1504,local devastated senseless violence people constitutional right protest safely stand movement always,Positive
1505,solidarity love family friend june rex knightly portland june rex knightly wurde sonntag von einem extrem rechten ermordet al dieser auf protest schoss rip,Positive
1506,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1507,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1508,william green,Negative
1509,definitely sure benefitted point throughout life without even realizing took long time realize accept try use privilege good use help fight back,Positive
1510,mass shooting protest,Neutral
1511,happy black history month big eye original garden guardian fairy painting tail end black history month still like share lovely maiden believe beauty skin tone,Positive
1512,black science ancient modern ivan van sertima,Positive
1513,oooops forgot russia really democratic society much usa minority,Positive
1514,sat may portland oregon police violently break peaceful protest watch,Negative
1515,something seriously wrong society humanity white supremacist serial killer like kyle rittenhouse roam freely like nothing happened large cult following twitter ukraine drafted nazi protect border,Positive
1516,money,Neutral
1517,thessalonian,Neutral
1518,tell need know know neo nazi kyle murdered people amp seriously wounded another protest kenosha wisconsin yo ar acquitted trial,Negative
1519,ukraine treated people valuable asset instead divided people trump american explains ukrainian breakaway republic,Neutral
1520,day strikeing say got,Neutral
1521,wanna see something beautiful feast eye amazing sister equally amazing afro might go look summer,Positive
1522,great news part ambitious anthology honored included writer check detail follow,Positive
1523,fact even went trial joke scumbag felon pedos attacked child got much le deserved anyone say different terrorist,Positive
1524,lithium battery president biden delivers remark mineral supply chain live via,Positive
1525,serve african american community right wrong blm definition racist movement give license henchman amp hooligan act violent design,Negative
1526,let neo nazi walk peaceful protest unload gun crowd super slow arresting man would tome scrub social portland police also killed innocent person day,Positive
1527,mario wood,Neutral
1528,cw police brutality anti blackness fooled police giving statement diversity tackling systemic racism done nothing still killing black people,Negative
1529,reposting still black history month,Negative
1530,justice latjor tuel murdered calgary pd,Neutral
1531,,Neutral
1532,tamara keith amy walter russia action ukraine covid man via,Positive
1533,,Neutral
1534,,Neutral
1535,,Neutral
1536,rest power,Neutral
1537,,Neutral
1538,,Neutral
1539,looking work people diagnosed,Neutral
1540,david brook jonathan capehart congressional response rus via,Neutral
1541,claim yet promotes one fount activity could stupid,Negative
1542,,Neutral
1543,almost got away local agency swept rug routine display systemic racism ahmaud arbery alive,Positive
1544,despite ample evidence white jury refused convict defendant overcome racial inequality must confront history,Neutral
1545,black history celebrated learned year,Positive
1546,drop handle follow everyone like retweets,Neutral
1547,ding ding ding amp ding,Neutral
1548,enter win lesson liberation abolitionist toolkit educator check next image learn enter,Positive
1549,least agree public lynching hate crime ahmaud arbery killing live update hate crime trial ap news,Negative
1550,board council medical scheme incompetent spirituality,Negative
1551,board council medical scheme incompetent spirituality,Negative
1552,shame reporting accurately truth,Positive
1553,gendered racialized caregiving system rooted slavery historic foundation economy go back dismantle corrosive caregiving practice,Neutral
1554,board council medical scheme incompetent spirituality,Negative
1555,rest peace power ahmaud arbery,Neutral
1556,always grateful show gratitude kind nice good loving caring happy understanding,Positive
1557,remembering anarcha lucy betsey mother modern gynecology,Positive
1558,three men found guilty ahmaud arbery hate crime case via,Negative
1559,get guide start figure today click link learn,Neutral
1560,dear amerikkka banning amp book telling oppression black people racist racist af sincerely,Positive
1561,board council medical scheme incompetent spirituality,Negative
1562,system broken conversation black history month stop issue stop comparing,Negative
1563,,Neutral
1564,board council medical scheme incompetent spirituality,Negative
1565,board council medical scheme incompetent spirituality,Negative
1566,unfortunate many voice silenced must voice fighting change status quo created powerful image use please follow u silence voice voice matter,Positive
1567,taken young,Positive
1568,board council medical scheme incompetent spirituality,Negative
1569,long body treated respect officer ashamed,Negative
1570,much blacklives matter exactly,Positive
1571,board council medical scheme incompetent spirituality,Negative
1572,board council medical scheme incompetent spirituality,Negative
1573,white noise machine th doodle,Neutral
1574,,Neutral
1575,justice,Neutral
1576,board council medical scheme incompetent spirituality,Negative
1577,board council medical scheme incompetent spirituality,Negative
1578,,Neutral
1579,,Neutral
1580,board council medical scheme incompetent spirituality,Negative
1581,board council medical scheme incompetent spirituality,Negative
1582,,Neutral
1583,,Neutral
1584,accountability however former brunswick judicial circuit district attorney jackie johnson still need go prison looooooooooooong time,Neutral
1585,,Neutral
1586,board council medical scheme incompetent spirituality,Negative
1587,board council medical scheme incompetent spirituality,Negative
1588,side supporting racist buckhead black life matter,Positive
1589,month,Neutral
1590,,Neutral
1591,board council medical scheme incompetent spirituality,Negative
1592,side supporting racist buckhead black life matter,Positive
1593,happens kill black baby every white baby despite far numbered white people party slavery democrat forced covert racism,Negative
1594,board council medical scheme incompetent spirituality,Negative
1595,justice served jury find men guilty ahmaud arbery hate crime case ahmaud continue rest peace rest power,Negative
1596,sat jul portland oregon reporter shot object thrown police someone else watch,Neutral
1597,board council medical scheme incompetent spirituality,Negative
1598,board council medical scheme incompetent spirituality,Negative
1599,board council medical scheme incompetent spirituality,Negative
1600,board council medical scheme incompetent spirituality,Negative
1601,freind called porch monkey black history month even black,Negative
1602,board council medical scheme incompetent spirituality,Negative
1603,video song via,Neutral
1604,board council medical scheme incompetent spirituality,Negative
1605,board council medical scheme incompetent spirituality,Negative
1606,said television throw someone throw uncle tom water thirsty fyi period someone talk breast cancer see running tv say cancer matter know cancer matter,Neutral
1607,would awesome spd would acknowledge black history month acknowledgment black life matter,Positive
1608,three men found guilty violating arbery civil right attacking race attempted kidnapping capping latest high profile trial probe issue vigilantism racial violence america,Positive
1609,thank god justice served victory ga prof fair judge happy arbery family least know son killer held accountable still gone though,Positive
1610,board council medical scheme incompetent spirituality,Negative
1611,hey tuckkker cry kylie shoulder,Neutral
1612,good important remember men going charged activist amp month public outrage finally investigated,Positive
1613,denies incitement political violence anything attack protest weekend,Neutral
1614,little faith justice nation money power determine everything least try influence everything,Negative
1615,board council medical scheme incompetent spirituality,Negative
1616,black life matter lgbtqi community speaker aria sa id moderator,Negative
1617,planning especially beautiful run tomorrow,Positive
1618,end life matter dna wolff share reason behind mercedes switch back silver livery w formula,Negative
1619,yesterday streaming vary hateful individual came stream saying racial slur want make clear everyone tolerate racism sort banned,Positive
1620,logo another satisfied client,Positive
1621,marching protesting working absolutely think need change stance think tht hv gotten comfortable w thing really stand blk ppl n medium never bring nvr change adapt,Positive
1622,board council medical scheme incompetent spirituality,Negative
1623,oppressor oppress go move hate loss money power point someone take stand bully,Negative
1624,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1625,yes verdict bring ahmaud arbery back sincerely hope send message others like mcmichaels amp bryan one powerful enough help prevent yet another innocent black person lynched street america amp beyond,Positive
1626,deepest condolence devastating cruel system cant reformed point abolish police,Negative
1627,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1628,benchmark world changed movement thirst equality around world hear directly article,Positive
1629,verdict bring back even one life new day small ray justice ancient stormy sky god bless family family suffered racism,Negative
1630,requiring senior civil servant remain apolitical amp refrain overtly supporting whilst promoting active engagement sanctioned state event e g queen jubilee another sign white class guarding privilege,Positive
1631,board council medical scheme incompetent spirituality,Negative
1632,immigration system reflection anti blackness racism run rampant criminal justice system cc,Negative
1633,board council medical scheme incompetent spirituality,Negative
1634,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1635,ding ding ding,Neutral
1636,black life matter massive grift shock,Negative
1637,absolutely heartbreaking armed police response man midst mental health crisis need change,Positive
1638,louisiana deputy arrested fired fatal shooting via unjustified shot man altogether,Neutral
1639,three men photo involved killing ahmaud arbery found guilty almost year killing show time alway tell always come back around bad action etc,Negative
1640,told btp part allegation,Neutral
1641,curse cursed praise praised protest shot,Neutral
1642,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1643,board council medical scheme incompetent spirituality,Negative
1644,,Neutral
1645,board council medical scheme incompetent spirituality,Negative
1646,kim potter sentenced daunte wright death today thought say mistakenly pulled gun thinking taser,Neutral
1647,shooting someone x deescalation,Neutral
1648,poaching endangered specialize wrong justify shoot kill policy,Negative
1649,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1650,make trend,Neutral
1651,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1652,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1653,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1654,big education ape week newblackman exile,Neutral
